family,samples,genes,reads,kingdom,phylum,class,order,genus,oxygenstat,metabolism,gram,file
Prevotellaceae,ERR414318,555,13604,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414319,555,12664,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414320,555,5442,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414321,555,131089,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414322,555,2921,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414325,555,16569,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414326,555,46456,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414331,555,279415,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414332,555,269452,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414333,555,59014,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414334,555,6597,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414337,555,62369,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414338,555,11231,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414339,555,2116,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414343,555,1388,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414344,555,2579,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414345,555,5747,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414347,555,28455,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Prevotellaceae,ERR414351,555,50152,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Prevotella_albensis_DSM_11370.xml|Prevotella_bivia_DSM_20514.xml|Prevotella_brevis_ATCC_19188.xml|Prevotella_bryantii_B14.xml|Prevotella_bryantii_C21a.xml|Prevotella_buccae_ATCC_33574.xml|Prevotella_conceptionensis_9403948.xml|Prevotella_copri_CB7_DSM_18205.xml|Prevotella_corporis_DSM_18810.xml|Prevotella_denticola_DSM20614.xml|Prevotella_denticola_F0289.xml|Prevotella_disiens_FB035_09AN.xml|Prevotella_disiens_JCM_6334.xml|Prevotella_enoeca_JCM_12259.xml|Prevotella_intermedia_17.xml|Prevotella_intermedia_ATCC_25611.xml|Prevotella_loescheii_DSM_19665.xml|Prevotella_melaninogenica_ATCC_25845.xml|Prevotella_nanceiensis_DSM_19126.xml|Prevotella_nigrescens_ATCC_33563.xml|Prevotella_oralis_ATCC_33269.xml|Prevotella_pallens_ATCC_700821.xml|Prevotella_ruminicola_23.xml|Prevotella_salivae_DSM_15606.xml|Prevotella_shahii_JCM_12083.xml|Prevotella_stercorea_DSM_18206.xml|Prevotella_timonensis_4401737.xml|Prevotella_timonensis_CRIS_5C_B1.xml|Prevotella_veroralis_DSM_19559.xml
Propionibacteriaceae,ERR260134,929,10672,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Propionibacterium_acidipropionici_ATCC_4875.xml|Propionibacterium_acnes_KPA171202.xml|Propionibacterium_avidum_44067.xml|Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1.xml|Propionibacterium_granulosum_DSM_20700.xml|Propionibacterium_jensenii_DSM_20535.xml|Propionibacterium_propionicum_F0230a.xml
Propionibacteriaceae,ERR260139,929,1899,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Propionibacterium_acidipropionici_ATCC_4875.xml|Propionibacterium_acnes_KPA171202.xml|Propionibacterium_avidum_44067.xml|Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1.xml|Propionibacterium_granulosum_DSM_20700.xml|Propionibacterium_jensenii_DSM_20535.xml|Propionibacterium_propionicum_F0230a.xml
Propionibacteriaceae,ERR260142,929,1317,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Propionibacterium_acidipropionici_ATCC_4875.xml|Propionibacterium_acnes_KPA171202.xml|Propionibacterium_avidum_44067.xml|Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1.xml|Propionibacterium_granulosum_DSM_20700.xml|Propionibacterium_jensenii_DSM_20535.xml|Propionibacterium_propionicum_F0230a.xml
Propionibacteriaceae,ERR260143,929,1923,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Propionibacterium_acidipropionici_ATCC_4875.xml|Propionibacterium_acnes_KPA171202.xml|Propionibacterium_avidum_44067.xml|Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1.xml|Propionibacterium_granulosum_DSM_20700.xml|Propionibacterium_jensenii_DSM_20535.xml|Propionibacterium_propionicum_F0230a.xml
